folio,fecha,hora_inicio,hora_fin,duracion_min,encuestador_id,encuestador_nombre,seccion,satisfaccion_amlo,satisfaccion_cs,programas_bienestar,sabia_designacion,conoce_ivan,opinion_ivan,cercania_ivan,representa_4t,intencion_voto,descripcion_ivan,prioridad_gobernador,edad,sexo,nivel_educativo,recibe_bienestar
IGU-3172,2025-06-10,11:33,11:47,14.8,E35,Sandra Moreno,1505,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,No sabe / No contesta,Poco cercano,"Sí, totalmente",Probablemente no,No tengo una opinión clara,Seguridad,63,Mujer,Primaria,Sí
IGU-3173,2025-06-10,12:47,12:56,9.0,E32,Ana García,1563,Muy satisfecho,Satisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Muy cercano,En parte,Probablemente no,Es una persona de trabajo y territorio,Salud,27,Hombre,Preparatoria,No
IGU-3174,2025-06-10,13:06,13:21,15.3,E32,Ana García,1563,Satisfecho,Regular,Mucho,No lo sabía y no me interesa,Sí,Mala,Muy cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Seguridad,48,Hombre,Secundaria,Sí
IGU-3175,2025-06-10,09:40,09:50,10.0,E32,Ana García,1563,Muy satisfecho,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Poco cercano,No sabe / No contesta,"Sí, con seguridad",No tengo una opinión clara,Seguridad,64,Hombre,Preparatoria,Sí
IGU-3176,2025-06-10,11:34,11:44,10.7,E32,Ana García,1563,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,No sabe / No contesta,En parte,Probablemente sí,No tengo una opinión clara,Seguridad,38,Mujer,Secundaria,Sí
IGU-3177,2025-06-10,13:17,13:25,8.6,E32,Ana García,1563,Satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,"Sí, totalmente",Probablemente no,No lo conozco bien,Programas sociales,53,Hombre,Secundaria,Sí
IGU-3178,2025-06-10,11:11,11:22,11.5,E32,Ana García,1563,Satisfecho,Insatisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Algo cercano,"Sí, totalmente",Probablemente sí,No tengo una opinión clara,Programas sociales,72,Hombre,Universidad,Sí
IGU-3179,2025-06-10,11:45,12:00,15.9,E56,Fabiola Olvera,1487,Satisfecho,Muy satisfecho,Poco,No sabe / No contesta,No,No aplica,No sabe / No contesta,"Sí, totalmente",No,Es un operador del gobierno federal,Seguridad,21,Hombre,Secundaria,Sí
IGU-3180,2025-06-10,13:49,14:03,14.5,E56,Fabiola Olvera,1487,Satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Muy cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Empleo / economía,38,Hombre,Universidad,No
IGU-3181,2025-06-10,09:00,09:15,15.9,E56,Fabiola Olvera,1487,Satisfecho,Muy satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Educación,24,Hombre,Preparatoria,Sí
IGU-3182,2025-06-10,09:44,09:58,14.6,E56,Fabiola Olvera,1487,Regular,Insatisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,"Sí, totalmente",Probablemente no,Es una persona de trabajo y territorio,Infraestructura,62,Hombre,Primaria,Sí
IGU-3183,2025-06-10,13:16,13:25,9.7,E56,Fabiola Olvera,1487,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,34,Mujer,Preparatoria,No
IGU-3184,2025-06-10,14:41,14:53,12.0,E56,Fabiola Olvera,1487,Satisfecho,Muy satisfecho,Algo,No lo sabía y no me interesa,No,No aplica,Algo cercano,No,Probablemente no,Es una persona de trabajo y territorio,Empleo / economía,67,Hombre,Primaria,No
IGU-3185,2025-06-10,14:59,15:09,10.7,E56,Fabiola Olvera,1487,Regular,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,Algo cercano,"Sí, totalmente","Sí, con seguridad",No lo conozco bien,Seguridad,51,Hombre,Secundaria,No
IGU-3186,2025-06-10,09:43,10:00,17.0,E56,Fabiola Olvera,1487,Regular,Regular,Poco,"No lo sabía, pero me parece bien",Sí,No sabe / No contesta,No sabe / No contesta,No sabe / No contesta,No,Es un operador del gobierno federal,Educación,36,Hombre,Preparatoria,No
IGU-3187,2025-06-10,13:16,13:25,9.4,E56,Fabiola Olvera,1487,Muy satisfecho,Satisfecho,Mucho,"No lo sabía, pero me parece bien",Sí,Mala,Algo cercano,No,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,21,Mujer,Preparatoria,Sí
IGU-3188,2025-06-10,11:13,11:28,15.7,E41,Alejandra Ruiz,1496,Muy satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente","Sí, con seguridad",No lo conozco bien,Salud,23,Hombre,Primaria,No
IGU-3189,2025-06-10,11:21,11:36,15.7,E41,Alejandra Ruiz,1496,Regular,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Programas sociales,28,Hombre,Preparatoria,Sí
IGU-3190,2025-06-10,10:16,10:34,18.5,E41,Alejandra Ruiz,1496,Satisfecho,Satisfecho,Mucho,"Sí, lo sabía",Sí,Regular,Poco cercano,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,65,Mujer,Secundaria,Sí
IGU-3191,2025-06-10,14:52,15:03,11.8,E41,Alejandra Ruiz,1496,Satisfecho,Regular,Mucho,No sabe / No contesta,Sí,No sabe / No contesta,Poco cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Infraestructura,55,Hombre,Preparatoria,No
IGU-3192,2025-06-10,14:57,15:12,15.1,E41,Alejandra Ruiz,1496,Satisfecho,Regular,Poco,No lo sabía y no me interesa,No,No aplica,Algo cercano,En parte,"Sí, con seguridad",No lo conozco bien,Empleo / economía,25,Mujer,Preparatoria,No
IGU-3193,2025-06-10,09:36,09:55,19.8,E41,Alejandra Ruiz,1496,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,No,No lo conozco bien,Programas sociales,47,Mujer,Preparatoria,No
IGU-3194,2025-06-10,14:56,15:07,11.1,E41,Alejandra Ruiz,1496,Regular,Satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,No sabe / No contesta,No,Probablemente sí,Es un operador del gobierno federal,Empleo / economía,38,Mujer,Universidad,Sí
IGU-3195,2025-06-10,14:20,14:28,8.4,E03,Pedro Sánchez,1556,Satisfecho,Muy satisfecho,Algo,"Sí, lo sabía",No,No aplica,Poco cercano,En parte,"Sí, con seguridad",No lo conozco bien,Educación,33,Mujer,Secundaria,Sí
IGU-3196,2025-06-10,09:47,09:54,7.4,E03,Pedro Sánchez,1556,Insatisfecho,Regular,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Salud,41,Hombre,Secundaria,No
IGU-3197,2025-06-10,12:55,13:10,15.1,E03,Pedro Sánchez,1556,Insatisfecho,Insatisfecho,Mucho,"Sí, lo sabía",Sí,Muy buena,Algo cercano,No,No,Es un operador del gobierno federal,Educación,50,Mujer,Primaria,Sí
IGU-3198,2025-06-10,10:20,10:27,7.4,E03,Pedro Sánchez,1556,Satisfecho,Regular,Mucho,No lo sabía y no me interesa,No,No aplica,Poco cercano,En parte,No,Es una persona de trabajo y territorio,Empleo / economía,31,Hombre,Preparatoria,Sí
IGU-3199,2025-06-10,16:06,16:17,11.9,E03,Pedro Sánchez,1556,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,No,"Sí, con seguridad",No lo conozco bien,Seguridad,37,Hombre,Primaria,No
IGU-3200,2025-06-10,09:01,09:15,14.3,E03,Pedro Sánchez,1556,Satisfecho,Insatisfecho,Mucho,No lo sabía y no me interesa,No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,51,Mujer,Universidad,Sí
IGU-3201,2025-06-10,16:05,16:18,13.6,E03,Pedro Sánchez,1556,Regular,Regular,Mucho,"No lo sabía, pero me parece bien",Sí,Muy buena,No sabe / No contesta,En parte,No,No lo conozco bien,Infraestructura,29,Hombre,Preparatoria,Sí
IGU-3202,2025-06-10,09:42,09:56,14.3,E03,Pedro Sánchez,1556,Regular,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,No sabe / No contesta,En parte,"Sí, con seguridad",No lo conozco bien,Programas sociales,50,Hombre,Preparatoria,Sí
IGU-3203,2025-06-10,13:53,14:06,13.7,E03,Pedro Sánchez,1556,Regular,Muy satisfecho,Poco,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,Probablemente no,No tengo una opinión clara,Infraestructura,27,Hombre,Secundaria,No
IGU-3204,2025-06-10,11:40,11:56,16.8,E03,Pedro Sánchez,1556,Muy satisfecho,Insatisfecho,Mucho,No sabe / No contesta,Sí,Regular,Algo cercano,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Programas sociales,23,Hombre,Universidad,Sí
IGU-3205,2025-06-10,10:33,10:43,10.1,E03,Pedro Sánchez,1556,Insatisfecho,Regular,Nada,"No lo sabía, pero me parece bien",Sí,Regular,Algo cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Empleo / economía,44,Hombre,Primaria,Sí
IGU-3206,2025-06-10,11:37,11:48,11.0,E03,Pedro Sánchez,1546,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,Sí,Buena,Algo cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Seguridad,54,Hombre,Secundaria,Sí
IGU-3207,2025-06-10,14:33,14:43,10.7,E03,Pedro Sánchez,1556,Satisfecho,Satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Algo cercano,En parte,"Sí, con seguridad",No lo conozco bien,Seguridad,37,Mujer,Primaria,No
IGU-3208,2025-06-10,13:58,14:13,15.5,E27,Gerardo Fuentes,1544,Muy satisfecho,Regular,Mucho,No sabe / No contesta,Sí,Regular,Poco cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Educación,35,Hombre,Universidad,No
IGU-3209,2025-06-10,11:11,11:26,15.7,E27,Gerardo Fuentes,1544,Satisfecho,Satisfecho,Mucho,No sabe / No contesta,No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Programas sociales,24,Mujer,Secundaria,No
IGU-3210,2025-06-10,15:25,15:39,14.4,E27,Gerardo Fuentes,1544,Muy satisfecho,Satisfecho,Poco,No lo sabía y no me interesa,Sí,Regular,Algo cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Seguridad,56,Hombre,Secundaria,Sí
IGU-3211,2025-06-10,10:17,10:33,16.6,E27,Gerardo Fuentes,1544,Satisfecho,Regular,Poco,"Sí, lo sabía",No,No aplica,Poco cercano,"Sí, totalmente",No sabe / No contesta,Es un operador del gobierno federal,Empleo / economía,68,Hombre,Posgrado,No
IGU-3212,2025-06-10,13:53,14:02,9.5,E27,Gerardo Fuentes,1544,Regular,Muy satisfecho,Poco,No sabe / No contesta,No,No aplica,Muy cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Educación,25,Mujer,Universidad,No
IGU-3213,2025-06-10,09:59,10:17,18.0,E27,Gerardo Fuentes,1544,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Regular,Poco cercano,"Sí, totalmente",Probablemente no,Es una persona de trabajo y territorio,Empleo / economía,57,Mujer,Universidad,Sí
IGU-3214,2025-06-10,13:49,14:06,17.6,E27,Gerardo Fuentes,1544,Muy satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,En parte,"Sí, con seguridad",No lo conozco bien,Educación,64,Hombre,Secundaria,Sí
IGU-3215,2025-06-10,11:19,11:34,15.2,E27,Gerardo Fuentes,1544,Regular,Insatisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Muy buena,Poco cercano,No,"Sí, con seguridad",No lo conozco bien,Empleo / economía,52,Mujer,Preparatoria,Sí
IGU-3216,2025-06-10,12:17,12:35,18.3,E27,Gerardo Fuentes,1544,Satisfecho,Regular,Mucho,"Sí, lo sabía",Sí,Muy buena,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Programas sociales,62,Mujer,Universidad,No
IGU-3217,2025-06-10,15:06,15:14,8.0,E27,Gerardo Fuentes,1544,Muy satisfecho,Insatisfecho,Nada,"Sí, lo sabía",Sí,Mala,Muy cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Empleo / economía,23,Hombre,Secundaria,Sí
IGU-3218,2025-06-10,13:37,13:48,11.4,E54,Blanca Tapia,1535,Muy satisfecho,Satisfecho,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Seguridad,18,Hombre,Preparatoria,No
IGU-3219,2025-06-10,11:59,12:09,10.8,E54,Blanca Tapia,1521,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",Sí,Mala,Poco cercano,No,Probablemente sí,Es una persona de trabajo y territorio,Programas sociales,55,Hombre,Universidad,No
IGU-3220,2025-06-10,13:07,13:22,15.2,E54,Blanca Tapia,1535,Muy satisfecho,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Poco cercano,No,Probablemente no,Es una persona de trabajo y territorio,Empleo / economía,29,Hombre,Preparatoria,Sí
IGU-3221,2025-06-10,09:13,09:22,9.8,E54,Blanca Tapia,1535,Muy satisfecho,Satisfecho,Algo,No sabe / No contesta,Sí,Buena,No sabe / No contesta,En parte,Probablemente sí,Es una persona de trabajo y territorio,Seguridad,26,Hombre,Secundaria,No
IGU-3222,2025-06-10,14:47,15:02,15.3,E54,Blanca Tapia,1535,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Muy cercano,No sabe / No contesta,No sabe / No contesta,Es un operador del gobierno federal,Seguridad,48,Mujer,Universidad,Sí
IGU-3223,2025-06-10,09:18,09:35,17.1,E54,Blanca Tapia,1535,Satisfecho,Muy satisfecho,Mucho,"Sí, lo sabía",Sí,Regular,Poco cercano,"Sí, totalmente","Sí, con seguridad",No lo conozco bien,Programas sociales,49,Mujer,Secundaria,No
IGU-3224,2025-06-10,10:06,10:21,15.1,E54,Blanca Tapia,1535,Satisfecho,Insatisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,No,No sabe / No contesta,Es una persona de trabajo y territorio,Programas sociales,69,Hombre,Secundaria,Sí
IGU-3225,2025-06-10,13:22,13:35,13.9,E54,Blanca Tapia,1535,Insatisfecho,Muy satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Poco cercano,"Sí, totalmente","Sí, con seguridad",Es un operador del gobierno federal,Seguridad,29,Mujer,Secundaria,Sí
IGU-3226,2025-06-10,10:59,11:09,10.0,E28,Daniel Peralta,1494,Satisfecho,Satisfecho,Algo,No lo sabía y no me interesa,Sí,Muy buena,Algo cercano,En parte,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,53,Mujer,Secundaria,Sí
IGU-3227,2025-06-10,11:47,11:57,10.5,E28,Daniel Peralta,1494,Muy satisfecho,Satisfecho,Poco,"Sí, lo sabía",Sí,Mala,Algo cercano,En parte,"Sí, con seguridad",No tengo una opinión clara,Programas sociales,63,Hombre,Preparatoria,Sí
IGU-3228,2025-06-10,12:46,13:02,16.7,E28,Daniel Peralta,1494,Muy satisfecho,Insatisfecho,Poco,"Sí, lo sabía",Sí,Buena,No sabe / No contesta,No,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,61,Mujer,Universidad,No
IGU-3229,2025-06-10,13:19,13:34,15.3,E28,Daniel Peralta,1558,Muy satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,Muy cercano,En parte,No,Es un operador del gobierno federal,Salud,45,Mujer,Primaria,Sí
IGU-3230,2025-06-10,10:34,10:46,12.9,E28,Daniel Peralta,1494,Regular,Regular,Algo,No lo sabía y no me interesa,No,No aplica,Algo cercano,En parte,No sabe / No contesta,No lo conozco bien,Empleo / economía,49,Hombre,Preparatoria,Sí
IGU-3231,2025-06-10,09:22,09:33,11.7,E28,Daniel Peralta,1494,Satisfecho,Muy satisfecho,Poco,No lo sabía y no me interesa,No,No aplica,Poco cercano,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,32,Mujer,Preparatoria,Sí
IGU-3232,2025-06-10,11:16,11:22,6.9,E28,Daniel Peralta,1494,Muy satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Buena,Poco cercano,En parte,No sabe / No contesta,Es un operador del gobierno federal,Educación,25,Otro,Preparatoria,No
IGU-3233,2025-06-10,09:56,10:05,9.8,E28,Daniel Peralta,1494,Muy satisfecho,Satisfecho,Poco,No sabe / No contesta,Sí,Muy buena,No sabe / No contesta,En parte,Probablemente no,No lo conozco bien,Programas sociales,56,Mujer,Primaria,Sí
IGU-3234,2025-06-10,13:57,14:15,18.7,E28,Daniel Peralta,1494,Muy satisfecho,Satisfecho,Mucho,No lo sabía y no me interesa,Sí,Buena,Algo cercano,"Sí, totalmente","Sí, con seguridad",No lo conozco bien,Salud,19,Otro,Preparatoria,No
IGU-3235,2025-06-10,09:59,10:08,9.2,E28,Daniel Peralta,1494,Regular,Muy satisfecho,Algo,"No lo sabía, pero me parece bien",Sí,Muy buena,No sabe / No contesta,"Sí, totalmente",Probablemente sí,No lo conozco bien,Infraestructura,54,Mujer,Secundaria,No
IGU-3236,2025-06-10,10:01,10:14,13.6,E28,Daniel Peralta,1494,Satisfecho,Satisfecho,Algo,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente no,Es una persona de trabajo y territorio,Salud,43,Mujer,Universidad,Sí
IGU-3237,2025-06-10,12:07,12:23,16.0,E28,Daniel Peralta,1494,Satisfecho,Muy satisfecho,Nada,"Sí, lo sabía",Sí,No sabe / No contesta,Algo cercano,"Sí, totalmente",Probablemente no,No lo conozco bien,Seguridad,18,Hombre,Secundaria,Sí
IGU-3238,2025-06-10,10:36,10:45,9.2,E28,Daniel Peralta,1549,Insatisfecho,Insatisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Poco cercano,No,Probablemente sí,Es un operador del gobierno federal,Seguridad,71,Mujer,Preparatoria,Sí
IGU-3239,2025-06-10,13:50,14:03,13.6,E28,Daniel Peralta,1553,Muy satisfecho,Insatisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,En parte,"Sí, con seguridad",Es una persona de trabajo y territorio,Programas sociales,41,Hombre,Universidad,No
IGU-3240,2025-06-10,09:13,09:28,15.8,E28,Daniel Peralta,1494,Satisfecho,Satisfecho,Algo,"Sí, lo sabía",No,No aplica,Algo cercano,No,No,Es una persona de trabajo y territorio,Seguridad,51,Hombre,Universidad,Sí
IGU-3241,2025-06-10,16:32,16:45,13.0,E28,Daniel Peralta,1494,Satisfecho,Muy satisfecho,Poco,No sabe / No contesta,Sí,Muy buena,Muy cercano,No sabe / No contesta,Probablemente no,Es un operador del gobierno federal,Seguridad,48,Mujer,Universidad,No
IGU-3242,2025-06-10,09:30,09:51,21.6,E59,Elena Cardenas,1551,Muy satisfecho,Satisfecho,Algo,"Sí, lo sabía",Sí,Buena,Poco cercano,"Sí, totalmente",No,Es una persona de trabajo y territorio,Infraestructura,29,Hombre,Universidad,Sí
IGU-3243,2025-06-10,10:24,10:32,8.0,E59,Elena Cardenas,1560,Regular,Satisfecho,Mucho,"No lo sabía, pero me parece bien",No,No aplica,Muy cercano,"Sí, totalmente",No sabe / No contesta,No lo conozco bien,Seguridad,34,Hombre,Secundaria,No
IGU-3244,2025-06-10,16:25,16:41,16.2,E59,Elena Cardenas,1551,Satisfecho,Muy satisfecho,Nada,"No lo sabía, pero me parece bien",Sí,Mala,Algo cercano,"Sí, totalmente",Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,37,Mujer,Secundaria,No
IGU-3245,2025-06-10,12:20,12:32,12.5,E59,Elena Cardenas,1551,Muy satisfecho,Satisfecho,Poco,"Sí, lo sabía",Sí,Mala,No sabe / No contesta,No,Probablemente sí,No lo conozco bien,Programas sociales,19,Hombre,Universidad,Sí
IGU-3246,2025-06-10,14:32,14:47,15.3,E59,Elena Cardenas,1551,Regular,Satisfecho,Poco,"No lo sabía, pero me parece bien",Sí,Buena,No sabe / No contesta,En parte,No,No tengo una opinión clara,Programas sociales,68,Mujer,Universidad,No
IGU-3247,2025-06-10,12:25,12:39,14.3,E59,Elena Cardenas,1531,Satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",Sí,Muy buena,No sabe / No contesta,"Sí, totalmente",No,No lo conozco bien,Empleo / economía,55,Hombre,Secundaria,No
IGU-3248,2025-06-10,10:07,10:17,10.8,E59,Elena Cardenas,1551,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",Sí,Buena,Algo cercano,"Sí, totalmente",No,Es un operador del gobierno federal,Empleo / economía,73,Hombre,Primaria,Sí
IGU-3249,2025-06-10,10:45,10:58,13.7,E59,Elena Cardenas,1533,Regular,Satisfecho,Mucho,"Sí, lo sabía",Sí,Buena,Muy cercano,No sabe / No contesta,No sabe / No contesta,Es una persona de trabajo y territorio,Empleo / economía,39,Mujer,Universidad,Sí
IGU-3250,2025-06-10,10:37,10:44,7.4,E59,Elena Cardenas,1551,Muy satisfecho,Regular,Nada,No lo sabía y no me interesa,Sí,No sabe / No contesta,No sabe / No contesta,"Sí, totalmente",No sabe / No contesta,No tengo una opinión clara,Empleo / economía,31,Hombre,Universidad,Sí
IGU-3251,2025-06-10,10:25,10:39,14.8,E59,Elena Cardenas,1551,Muy satisfecho,Insatisfecho,Mucho,"Sí, lo sabía",Sí,No sabe / No contesta,Poco cercano,En parte,Probablemente sí,No lo conozco bien,Seguridad,67,Otro,Universidad,Sí
IGU-3252,2025-06-10,11:31,11:44,13.9,E59,Elena Cardenas,1489,Satisfecho,Muy satisfecho,Poco,"Sí, lo sabía",Sí,Mala,Poco cercano,No sabe / No contesta,Probablemente sí,No lo conozco bien,Educación,34,Mujer,Universidad,Sí
IGU-3253,2025-06-10,09:56,10:10,14.9,E59,Elena Cardenas,1551,Muy satisfecho,Regular,Poco,"No lo sabía, pero me parece bien",No,No aplica,Algo cercano,No sabe / No contesta,Probablemente sí,Es una persona de trabajo y territorio,Empleo / economía,59,Mujer,Preparatoria,Sí
IGU-3254,2025-06-10,13:22,13:38,16.2,E37,Verónica Espinoza,1551,Muy satisfecho,Muy satisfecho,Algo,No sabe / No contesta,No,No aplica,Muy cercano,No,No sabe / No contesta,No lo conozco bien,Empleo / economía,34,Mujer,Universidad,Sí
IGU-3255,2025-06-10,09:53,10:07,14.1,E37,Verónica Espinoza,1527,Satisfecho,Muy satisfecho,Poco,"Sí, lo sabía",Sí,Muy buena,Poco cercano,En parte,No,Es un operador del gobierno federal,Seguridad,62,Mujer,Preparatoria,No
IGU-3256,2025-06-10,16:55,17:08,13.4,E37,Verónica Espinoza,1557,Satisfecho,Regular,Mucho,"Sí, lo sabía",No,No aplica,Algo cercano,"Sí, totalmente",Probablemente sí,No lo conozco bien,Seguridad,37,Mujer,Preparatoria,Sí
